,C4,grupo
265,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.7962386e-01, 1.5615185e-01, 9.9577057e-01, ..., 4.2874906e-15,
       5.6763583e-15, 1.7320845e-15], shape=(1025,), dtype=float32))",CV
266,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.7939636e-03, 1.8088031e-03, 4.4003148e-03, ..., 7.7813390e-17,
       1.2857200e-16, 8.8146014e-17], shape=(1025,), dtype=float32))",CV
267,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.3036764e-03, 2.5476771e-03, 3.5549058e-03, ..., 9.0885272e-17,
       1.8964573e-16, 8.6745425e-17], shape=(1025,), dtype=float32))",CV
268,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.3197479e-03, 3.0594240e-03, 8.0286581e-03, ..., 2.0674061e-16,
       2.2867605e-16, 8.7684851e-17], shape=(1025,), dtype=float32))",CV
269,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.0767933e-02, 4.4680862e-03, 4.2630481e-03, ..., 1.4875605e-16,
       8.3391095e-17, 8.1621319e-17], shape=(1025,), dtype=float32))",CV
270,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.87399733e-01, 1.21265925e-01, 3.58033687e-01, ...,
       1.47329734e-15, 4.99638266e-16, 4.03005253e-16],
      shape=(1025,), dtype=float32))",CV
271,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.8121642e-03, 1.9856079e-03, 4.1641863e-03, ..., 1.7118856e-16,
       9.5550571e-17, 4.7671266e-17], shape=(1025,), dtype=float32))",CV
272,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0690630e-03, 2.1828399e-03, 8.7394333e-03, ..., 2.9534207e-16,
       9.5800320e-17, 5.8232622e-17], shape=(1025,), dtype=float32))",CV
273,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.5421548e-03, 3.1667608e-03, 3.0176376e-03, ..., 1.5274463e-16,
       1.8137166e-16, 9.8251898e-17], shape=(1025,), dtype=float32))",CV
274,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.35783588e-02, 1.10742785e-02, 7.20814290e-03, ...,
       1.50150553e-16, 1.53206542e-16, 9.36060345e-17],
      shape=(1025,), dtype=float32))",CV
275,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.0753042e-03, 2.8215263e-03, 4.7207098e-03, ..., 8.7386106e-17,
       1.7197131e-16, 4.5741546e-17], shape=(1025,), dtype=float32))",CV
276,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.3450563e-02, 1.4938280e-02, 5.9635576e-02, ..., 4.9794928e-16,
       3.9087466e-16, 1.1070347e-16], shape=(1025,), dtype=float32))",CV
277,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.8892066e-03, 7.8964059e-04, 5.3797518e-03, ..., 1.1665028e-16,
       1.3294504e-16, 4.7261338e-17], shape=(1025,), dtype=float32))",CV
278,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.6044754e-02, 1.9578993e-02, 2.3839591e-02, ..., 1.7752179e-16,
       5.6970917e-16, 1.5042097e-16], shape=(1025,), dtype=float32))",CV
279,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9973301e-03, 1.9292926e-03, 2.2865287e-03, ..., 1.2100735e-16,
       8.4575380e-17, 5.1423251e-17], shape=(1025,), dtype=float32))",CV
280,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4565641e-02, 9.2906104e-03, 1.1096429e-02, ..., 1.4286292e-16,
       3.1411484e-16, 4.7369520e-17], shape=(1025,), dtype=float32))",CV
281,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.1082117e-03, 3.6659746e-03, 6.7022815e-03, ..., 3.4594832e-16,
       3.7853140e-16, 9.1277422e-17], shape=(1025,), dtype=float32))",CV
282,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9856029e-03, 1.5956252e-03, 2.1384715e-03, ..., 1.3345735e-16,
       1.8256862e-16, 4.2199856e-17], shape=(1025,), dtype=float32))",CV
283,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4306286e-02, 1.1260424e-02, 1.4589636e-01, ..., 3.0743572e-16,
       1.8862761e-16, 1.8729177e-16], shape=(1025,), dtype=float32))",CV
284,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.8668104e-03, 2.1533589e-03, 7.6962402e-03, ..., 1.1599838e-16,
       1.7690212e-16, 1.2245475e-16], shape=(1025,), dtype=float32))",CV
285,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.9864964e-03, 3.3324419e-03, 3.2516667e-03, ..., 1.2440476e-16,
       1.1363221e-16, 9.6925312e-17], shape=(1025,), dtype=float32))",CV
286,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.00290915e-02, 4.00411058e-03, 2.21016933e-03, ...,
       2.51579400e-16, 1.16129713e-16, 6.50419858e-17],
      shape=(1025,), dtype=float32))",CV
287,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.7750757e-03, 1.6333895e-03, 2.7514878e-03, ..., 1.0726462e-16,
       2.2128218e-16, 7.8501306e-17], shape=(1025,), dtype=float32))",CV
288,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.8629548e-02, 1.9115139e-02, 1.7095957e-02, ..., 2.0930264e-16,
       2.0010648e-16, 9.6583713e-17], shape=(1025,), dtype=float32))",CV
289,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.6977457e-03, 1.7065116e-03, 3.9435448e-03, ..., 8.8529343e-17,
       3.1036442e-17, 3.2452671e-17], shape=(1025,), dtype=float32))",CV
290,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.9836183e-03, 2.3180153e-03, 6.1240387e-03, ..., 1.5719518e-16,
       1.4900829e-16, 3.2543767e-17], shape=(1025,), dtype=float32))",CV
291,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.5404109e-02, 6.0298038e-03, 2.4944436e-02, ..., 2.1156366e-16,
       2.5675633e-16, 4.5752574e-17], shape=(1025,), dtype=float32))",CV
292,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9605442e-03, 1.9188009e-03, 4.0651183e-03, ..., 1.5734992e-16,
       1.5505264e-16, 7.1652079e-17], shape=(1025,), dtype=float32))",CV
293,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.5508912e-02, 5.7016057e-03, 2.2261290e-02, ..., 3.1901900e-16,
       2.6248344e-16, 7.4840410e-17], shape=(1025,), dtype=float32))",CV
294,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.5149229e-03, 2.8016302e-03, 4.5087198e-03, ..., 1.0844761e-16,
       1.4922220e-16, 8.7730392e-17], shape=(1025,), dtype=float32))",CV
295,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.31153855e-02, 5.46517875e-03, 3.26895737e-03, ...,
       2.22932878e-16, 1.00119566e-16, 4.08106595e-17],
      shape=(1025,), dtype=float32))",CV
296,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.3574932e-03, 3.7033134e-03, 3.9739520e-03, ..., 5.3830919e-17,
       1.2410887e-16, 1.9243866e-17], shape=(1025,), dtype=float32))",CV
297,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.4373153e-01, 5.5617828e-02, 5.7308905e-02, ..., 5.7615181e-16,
       6.2636609e-16, 3.0610275e-16], shape=(1025,), dtype=float32))",CV
298,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.2934199e-03, 3.0869094e-03, 5.8348496e-03, ..., 1.5501007e-16,
       2.3445419e-16, 6.0760519e-17], shape=(1025,), dtype=float32))",CV
299,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.2195751e-02, 1.2885884e-02, 5.2900710e-03, ..., 2.6423592e-16,
       1.2072451e-16, 8.7178126e-17], shape=(1025,), dtype=float32))",CV
300,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.1981954e-03, 1.5331871e-03, 1.1040503e-02, ..., 1.4722591e-16,
       1.5067367e-16, 3.6102179e-17], shape=(1025,), dtype=float32))",CV
301,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.7813807e-02, 6.5809172e-03, 1.1731111e-02, ..., 3.0040714e-16,
       9.3718511e-17, 1.0858550e-16], shape=(1025,), dtype=float32))",CV
302,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.5657819e-03, 2.9155272e-03, 4.6500745e-03, ..., 1.2913958e-16,
       2.3857980e-16, 6.7159959e-17], shape=(1025,), dtype=float32))",CV
303,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.9348640e-02, 5.1922943e-03, 3.9910000e-02, ..., 2.6417613e-16,
       1.5332412e-16, 8.4399726e-17], shape=(1025,), dtype=float32))",CV
304,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.4035930e-02, 5.8539677e-03, 1.1276219e-02, ..., 1.6356148e-16,
       2.3401297e-16, 8.8817837e-17], shape=(1025,), dtype=float32))",CV
305,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.0642977e-03, 1.1060485e-03, 5.2580107e-03, ..., 1.3041704e-16,
       1.2092981e-16, 1.1721677e-16], shape=(1025,), dtype=float32))",CV
306,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.3898882e-03, 3.4090062e-03, 3.9913831e-03, ..., 1.1027406e-16,
       2.8683910e-16, 2.9839379e-17], shape=(1025,), dtype=float32))",CV
307,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.7496347e-02, 6.8854052e-03, 4.1978029e-03, ..., 1.2191103e-16,
       1.8477616e-16, 5.3404577e-17], shape=(1025,), dtype=float32))",CV
308,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.64509071e-03, 2.80175125e-03, 5.70606766e-03, ...,
       1.13767258e-16, 2.68392871e-16, 1.07856735e-16],
      shape=(1025,), dtype=float32))",CV
309,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.7491062e-03, 2.0257693e-03, 3.5413380e-03, ..., 2.0337080e-16,
       1.0433911e-16, 3.8789487e-17], shape=(1025,), dtype=float32))",CV
310,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.88347467e-03, 2.21420289e-03, 4.47108969e-03, ...,
       1.39901653e-16, 1.04978875e-16, 2.70780551e-17],
      shape=(1025,), dtype=float32))",CV
311,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.2306433e-03, 3.2172608e-03, 1.5631022e-02, ..., 2.3204232e-16,
       2.6433995e-16, 3.7986705e-17], shape=(1025,), dtype=float32))",CV
312,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.0913452e-02, 3.8840347e-03, 6.2617781e-03, ..., 2.3226220e-16,
       1.3931986e-16, 4.7785135e-17], shape=(1025,), dtype=float32))",CV
313,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.3558893e-03, 3.2776545e-03, 3.2489607e-03, ..., 1.8341707e-16,
       8.2236814e-17, 5.1742090e-17], shape=(1025,), dtype=float32))",CV
314,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.2887844e-03, 2.0518890e-03, 3.2327310e-03, ..., 8.8929751e-17,
       1.7766737e-16, 7.0217337e-17], shape=(1025,), dtype=float32))",CV
315,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.05502878e-03, 1.73237186e-03, 4.12750011e-03, ...,
       2.32497786e-16, 1.04692604e-16, 1.72466006e-16],
      shape=(1025,), dtype=float32))",CV
316,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.2100766e-02, 3.6546171e-02, 4.0032294e-02, ..., 3.0808470e-16,
       5.4692229e-16, 2.1945410e-16], shape=(1025,), dtype=float32))",CV
317,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.9672336e-02, 7.7667693e-03, 1.5582617e-02, ..., 1.6663289e-16,
       1.8775049e-16, 1.1186636e-16], shape=(1025,), dtype=float32))",CV
318,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2662260e-02, 4.9555078e-03, 5.0711483e-03, ..., 1.6264480e-16,
       1.9350533e-16, 5.2089383e-17], shape=(1025,), dtype=float32))",CV
319,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9001554e-03, 1.2940839e-03, 4.8613762e-03, ..., 1.1711428e-16,
       1.9929266e-16, 5.5408667e-17], shape=(1025,), dtype=float32))",CV
320,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.3004975e-02, 5.0632129e-03, 4.7606695e-03, ..., 1.2177243e-16,
       1.5055461e-16, 5.4679908e-17], shape=(1025,), dtype=float32))",CV
321,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.9110823e-03, 2.0084982e-03, 5.7085808e-03, ..., 1.1426187e-16,
       1.7262625e-16, 5.4930411e-17], shape=(1025,), dtype=float32))",CV
322,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.0894538e-03, 1.3914569e-03, 4.4719819e-03, ..., 8.4224112e-17,
       1.3633597e-16, 2.5620533e-17], shape=(1025,), dtype=float32))",CV
323,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.4976177e-02, 5.8039618e-03, 8.8529326e-03, ..., 1.6507022e-16,
       1.2896966e-16, 4.5023811e-17], shape=(1025,), dtype=float32))",CV
324,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.0814559e-03, 7.4148178e-04, 2.9666433e-03, ..., 1.4492555e-16,
       1.3361339e-16, 3.8766709e-17], shape=(1025,), dtype=float32))",CV
325,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8555505e-03, 1.0586146e-03, 2.3210978e-03, ..., 1.1558672e-16,
       2.4655885e-16, 7.0576023e-17], shape=(1025,), dtype=float32))",CV
326,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.9800549e-03, 8.0252724e-04, 1.4718404e-03, ..., 9.6907663e-17,
       1.0618750e-16, 8.5117097e-17], shape=(1025,), dtype=float32))",CV
327,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.72949166e-03, 1.63040240e-03, 2.59870663e-03, ...,
       2.90852850e-16, 1.08537366e-16, 4.18127061e-17],
      shape=(1025,), dtype=float32))",CV
328,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.4687943e-03, 1.2886173e-03, 1.5147862e-03, ..., 4.7712542e-17,
       6.6250986e-17, 3.8675614e-17], shape=(1025,), dtype=float32))",CV
329,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.3765240e-03, 1.4242011e-03, 1.6938949e-03, ..., 1.0120964e-16,
       7.0049248e-17, 3.2976468e-17], shape=(1025,), dtype=float32))",CV
330,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.4793586e-03, 2.1845764e-03, 2.2245431e-03, ..., 9.5784676e-17,
       1.3697346e-16, 4.2279573e-17], shape=(1025,), dtype=float32))",CV
331,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.4151149e-03, 1.2976954e-03, 2.5402308e-03, ..., 1.1308403e-16,
       1.9301219e-16, 4.1129498e-17], shape=(1025,), dtype=float32))",CV
332,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4102835e-03, 8.8772760e-04, 1.8142463e-03, ..., 1.4440177e-16,
       1.4950866e-16, 2.5381407e-17], shape=(1025,), dtype=float32))",CV
333,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.6314393e-03, 1.4952699e-03, 1.4887432e-03, ..., 8.3622560e-17,
       5.8828701e-17, 6.5155852e-17], shape=(1025,), dtype=float32))",CV
334,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.8816751e-03, 2.4038889e-03, 1.5179113e-03, ..., 7.3369365e-17,
       1.9331331e-16, 1.0029584e-16], shape=(1025,), dtype=float32))",CV
335,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.5535675e-03, 2.7483394e-03, 1.0878678e-03, ..., 1.4401958e-16,
       6.0670402e-17, 2.6003417e-17], shape=(1025,), dtype=float32))",CV
336,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.2982817e-03, 2.3738213e-03, 2.6197545e-03, ..., 1.0324335e-16,
       1.4000267e-16, 9.0480331e-17], shape=(1025,), dtype=float32))",CV
337,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.08637950e-03, 1.42540038e-03, 2.41055619e-03, ...,
       1.01755186e-16, 6.25251730e-17, 4.23820512e-17],
      shape=(1025,), dtype=float32))",CV
338,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.3256582e-03, 1.8311464e-03, 3.8945230e-03, ..., 1.6704586e-16,
       1.2901971e-16, 6.1967528e-17], shape=(1025,), dtype=float32))",CV
339,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8566720e-03, 1.0877002e-03, 2.1991192e-03, ..., 1.3597617e-16,
       8.7935222e-17, 3.7121305e-17], shape=(1025,), dtype=float32))",CV
340,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.0701715e-03, 1.3692596e-03, 2.3867425e-03, ..., 1.7182266e-16,
       6.6546839e-17, 4.3201910e-17], shape=(1025,), dtype=float32))",CV
341,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.1761686e-02, 5.2150362e-03, 6.5738331e-03, ..., 4.1875498e-16,
       1.5810754e-16, 8.9022805e-17], shape=(1025,), dtype=float32))",CV
342,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.5450674e-03, 1.7428378e-03, 2.4642348e-03, ..., 8.0148170e-17,
       1.0552732e-16, 5.4019470e-17], shape=(1025,), dtype=float32))",CV
343,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.95874856e-03, 5.71491139e-04, 2.54798937e-03, ...,
       8.81848450e-17, 1.05764266e-16, 4.29969409e-17],
      shape=(1025,), dtype=float32))",CV
344,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.14945704e-03, 9.65171494e-04, 1.54336542e-03, ...,
       1.02475396e-16, 1.07998051e-16, 7.81369233e-17],
      shape=(1025,), dtype=float32))",CV
345,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.2431519e-03, 2.2278014e-03, 2.3177548e-03, ..., 2.1891222e-16,
       1.6196126e-16, 4.4704983e-17], shape=(1025,), dtype=float32))",CV
346,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.1421325e-03, 7.7764556e-04, 1.9946410e-03, ..., 8.0721393e-17,
       9.1894141e-17, 2.7670174e-17], shape=(1025,), dtype=float32))",CV
347,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.3582887e-03, 1.1363097e-03, 2.3562303e-03, ..., 4.9916664e-17,
       4.5831451e-17, 6.8025362e-17], shape=(1025,), dtype=float32))",CV
348,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.2818455e-03, 9.9136704e-04, 3.2300083e-03, ..., 1.1708441e-16,
       1.1049872e-16, 4.1038396e-17], shape=(1025,), dtype=float32))",CV
349,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.6514237e-03, 2.4461893e-03, 1.0887770e-03, ..., 5.6030243e-17,
       6.8135145e-17, 3.9671969e-17], shape=(1025,), dtype=float32))",CV
350,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.6895965e-03, 3.1624413e-03, 2.7064728e-03, ..., 1.9897261e-16,
       9.8027216e-17, 5.0752851e-17], shape=(1025,), dtype=float32))",CV
